id	tiekunta_id	vuosi	maara
3312	156	2016	4446
5652	48	2020	4441
3783	221	2015	4438
3613	192	2016	4428
2786	95	2018	4426
3592	191	2011	4414
2647	80	2008	4408
3597	191	2016	4408
3586	191	2005	4395
3048	127	2002	4384
2853	104	2016	4381
4013	242	2003	4381
3964	235	2018	4380
5567	95	2019	4374
3114	134	2017	4373
2539	63	2010	4359
3381	169	2007	4359
2879	108	2008	4351
5617	63	2020	4351
2618	77	2006	4350
5540	234	2019	4322
2652	80	2013	4303
3901	232	2005	4301
3062	127	2016	4281
5512	127	2019	4280
3392	169	2018	4274
2615	77	2003	4272
5497	89	2019	4271
3157	140	2010	4258
4016	242	2006	4250
2670	83	2014	4246
3834	225	2018	4243
5541	223	2019	4239
2321	39	2017	4223
5468	51	2019	4223
2572	66	2017	4201
3421	172	2005	4199
2632	78	2009	4195
5558	63	2019	4193
2842	104	2005	4190
3110	134	2013	4180
3238	149	2018	4167
3608	192	2010	4144
2337	44	2006	4138
3957	235	2011	4131
3731	209	2004	4122
3054	127	2008	4108
2624	77	2012	4100
3918	233	2006	4099
2782	95	2014	4098
3741	209	2014	4089
5549	128	2019	4089
2640	78	2017	4077
2423	51	2017	4074
2589	69	2016	4066
2674	83	2018	4047
2256	25	2016	4037
3548	186	2017	4028
3632	193	2018	4027
2662	83	2006	4021
3630	193	2016	4016
2657	80	2018	4015
2637	78	2014	4007
2316	39	2012	3998
2457	53	2018	3984
3902	232	2006	3984
2562	66	2007	3970
5554	149	2019	3960
2317	39	2013	3957
3683	204	2002	3934
2653	80	2014	3924
2405	50	2016	3916
3610	192	2013	3912
3383	169	2009	3903
3803	223	2018	3903
2372	47	2016	3894
2665	83	2009	3893
3975	236	2013	3884
2660	83	2004	3878
3601	192	2003	3877
2650	80	2011	3872
3047	122	2018	3872
2673	83	2017	3845
2636	78	2013	3840
2785	95	2017	3833
2883	108	2012	3820
3734	209	2007	3819
3420	172	2004	3809
5677	80	2020	3808
3679	202	2015	3805
3422	172	2006	3786
3418	172	2002	3785
2634	78	2011	3777
3730	209	2003	3775
3903	232	2007	3775
3564	189	2004	3764
2257	25	2017	3759
2561	66	2006	3758
3060	127	2014	3758
2764	93	2013	3754
2568	66	2013	3751
2616	77	2004	3742
3031	122	2002	3737
2852	104	2015	3735
3781	221	2013	3727
3589	191	2008	3722
2644	80	2004	3720
2241	23	2018	3718
2347	44	2016	3715
2045	5	2011	3711
5649	134	2020	3708
3154	140	2007	3705
3160	140	2013	3703
3179	143	2015	3694
3057	127	2011	3692
2642	80	2002	3691
2746	91	2012	3677
2319	39	2015	3672
5469	83	2019	3670
3506	183	2009	3666
2251	25	2011	3665
3626	193	2012	3663
2768	93	2017	3662
2320	39	2016	3661
2752	91	2018	3657
3733	209	2006	3655
2661	83	2005	3654
3308	156	2012	3653
3997	238	2018	3642
3996	238	2017	3628
5466	159	2019	3628
5504	146	2019	3624
3979	236	2017	3615
3572	189	2012	3613
3900	232	2004	3612
4018	242	2008	3605
5516	236	2019	3605
5632	154	2020	3602
5534	23	2019	3601
2767	93	2016	3599
3941	234	2012	3590
5505	193	2019	3589
3547	186	2016	3588
2656	80	2017	3585
2886	108	2015	3585
3046	122	2017	3575
2884	108	2013	3570
3313	156	2017	3567
5663	12	2020	3549
3628	193	2014	3539
2773	95	2005	3537
3474	179	2011	3536
3974	236	2012	3531
2565	66	2010	3528
3106	134	2009	3528
3233	149	2013	3524
2040	5	2006	3517
3112	134	2015	3514
5614	250	2020	3511
3159	140	2012	3505
3904	232	2008	3505
3991	238	2012	3503
5681	193	2020	3500
2335	44	2004	3499
5580	235	2020	3493
2252	25	2012	3484
5485	156	2019	3480
5581	39	2020	3480
3387	169	2013	3476
3234	149	2014	3467
3237	149	2017	3462
2654	80	2015	3460
2373	47	2017	3457
3032	122	2003	3457
5478	39	2019	3457
2649	80	2010	3448
3390	169	2016	3445
3038	122	2009	3444
4014	242	2004	3433
3162	140	2015	3429
2179	17	2005	3422
2908	110	2006	3416
3602	192	2004	3408
2631	78	2008	3401
3419	172	2003	3401
2230	23	2006	3382
2048	5	2014	3378
2769	93	2018	3377
3571	189	2011	3370
3075	128	2012	3360
2834	103	2014	3357
4019	242	2009	3357
3629	193	2015	3350
3378	169	2004	3349
5637	95	2020	3349
2778	95	2010	3339
3729	209	2002	3336
3385	169	2011	3335
4012	242	2002	3333
2288	35	2015	3331
3801	223	2016	3326
3193	145	2012	3324
2870	107	2016	3320
2763	93	2012	3319
2043	5	2009	3311
2052	5	2018	3306
3081	128	2018	3305
3570	189	2010	3283
3802	223	2017	3283
3156	140	2009	3280
3955	235	2009	3274
2340	44	2009	3267
3000	117	2017	3264
3796	223	2011	3263
3055	127	2009	3260
2779	95	2011	3257
3307	156	2011	3250
2564	66	2009	3248
2037	5	2003	3244
3988	238	2009	3233
3593	191	2012	3231
3600	192	2002	3225
3481	179	2018	3220
4021	242	2011	3219
3051	127	2005	3213
2184	17	2010	3207
5492	103	2019	3206
3785	221	2017	3203
3732	209	2005	3200
3063	127	2017	3194
2128	11	2012	3191
3113	134	2016	3186
3596	191	2015	3177
2304	36	2017	3175
2743	91	2009	3170
3149	140	2002	3170
3627	193	2013	3169
3078	128	2015	3167
3567	189	2007	3162
2845	104	2008	3156
2658	83	2002	3152
2840	104	2003	3152
3406	171	2007	3151
3832	225	2016	3142
5536	225	2019	3139
2887	108	2016	3138
2126	11	2009	3128
3471	179	2008	3124
5668	127	2020	3119
2269	34	2012	3092
3342	159	2016	3086
3720	207	2010	3080
2560	66	2005	3076
5579	83	2020	3076
3049	127	2003	3072
5503	80	2019	3072
3509	183	2012	3071
2645	80	2005	3068
3411	171	2012	3067
3050	127	2004	3065
5515	179	2019	3054
3591	191	2010	3051
2417	51	2011	3043
3379	169	2005	3043
2234	23	2010	3038
3146	138	2016	3038
3056	127	2010	3031
3830	225	2014	3030
3297	154	2018	3024
2303	36	2016	3023
5591	51	2020	3019
2455	53	2016	3018
3344	159	2018	3010
3443	177	2014	3003
3059	127	2013	3000
2775	95	2007	2998
3199	145	2018	2996
3052	127	2006	2995
3798	223	2013	2992
2046	5	2012	2968
3175	143	2011	2956
2850	104	2013	2955
2784	95	2016	2952
5502	53	2019	2951
3573	189	2013	2945
3595	191	2014	2940
3791	223	2006	2938
3910	232	2014	2936
2996	117	2013	2926
3232	149	2012	2926
2050	5	2016	2919
2250	25	2010	2915
3515	183	2018	2914
3797	223	2012	2900
3077	128	2014	2898
2718	89	2013	2895
2549	64	2006	2891
2888	108	2017	2890
2783	95	2015	2887
2659	83	2003	2882
3736	209	2009	2881
3950	235	2004	2867
2719	89	2014	2865
3303	156	2007	2862
2841	104	2004	2859
5673	143	2020	2858
2847	104	2010	2852
3476	179	2013	2846
2449	53	2010	2845
5639	225	2020	2840
2041	5	2007	2834
3569	189	2009	2834
3821	225	2005	2833
5528	171	2019	2831
3510	183	2013	2828
2776	95	2008	2823
3789	223	2004	2821
2851	104	2014	2819
2739	91	2005	2818
2843	104	2006	2816
2781	95	2013	2814
2663	83	2007	2806
3415	171	2016	2805
3473	179	2010	2805
2336	44	2005	2804
5569	117	2019	2801
3069	128	2006	2799
3795	223	2010	2799
2780	95	2012	2798
5521	47	2019	2796
2994	117	2011	2791
5571	5	2019	2789
3302	156	2006	2788
3625	193	2011	2786
3777	216	2016	2786
2183	17	2009	2785
5595	179	2020	2785
5657	133	2020	2781
3163	140	2016	2766
2448	53	2009	2763
2541	63	2012	2757
3412	171	2013	2757
2524	61	2018	2748
3475	179	2012	2748
2722	89	2017	2747
2714	89	2009	2745
3973	236	2010	2745
3946	234	2017	2741
5634	140	2020	2738
2187	17	2013	2737
3826	225	2010	2737
2630	78	2007	2733
2036	5	2002	2728
2039	5	2005	2725
3111	134	2014	2716
3104	134	2007	2714
2285	35	2012	2711
5560	154	2019	2711
3035	122	2006	2710
3165	140	2018	2705
2176	17	2002	2704
5535	238	2019	2693
2299	36	2012	2686
2318	39	2014	2683
3417	171	2018	2679
2134	11	2018	2675
3410	171	2011	2674
3295	154	2016	2670
3960	235	2014	2670
3583	191	2002	2663
5561	177	2019	2662
3727	207	2017	2661
5551	143	2019	2660
5498	36	2019	2656
2240	23	2016	2641
3776	216	2015	2634
3828	225	2012	2628
2745	91	2011	2622
3103	134	2006	2622
2402	50	2013	2619
3068	128	2005	2617
3296	154	2017	2616
3306	156	2010	2612
3079	128	2016	2609
5620	17	2020	2608
2881	108	2010	2606
2390	48	2018	2605
3416	171	2017	2604
5598	236	2020	2599
3115	134	2018	2598
3587	191	2006	2595
5667	216	2020	2593
3983	238	2004	2590
3071	128	2008	2589
2338	44	2007	2582
2341	44	2010	2571
3289	154	2010	2571
3905	232	2009	2563
3222	149	2002	2562
5618	223	2020	2559
3095	133	2015	2558
3314	156	2018	2556
3990	238	2011	2552
3790	223	2005	2545
2757	93	2006	2537
3414	171	2015	2535
5547	11	2019	2528
2838	103	2018	2526
3294	154	2015	2526
2854	104	2017	2525
5684	86	2020	2524
3949	235	2003	2522
5624	47	2020	2521
2759	93	2008	2520
3172	143	2008	2519
3959	235	2013	2519
2236	23	2012	2515
2042	5	2008	2513
2302	36	2015	2510
4015	242	2005	2500
3337	159	2011	2499
2297	36	2010	2497
3566	189	2006	2493
5520	216	2019	2487
3105	134	2008	2479
3472	179	2009	2475
3376	169	2002	2470
2558	66	2003	2467
3976	236	2014	2460
3989	238	2010	2460
3343	159	2017	2453
3088	133	2008	2449
2546	63	2017	2434
3377	169	2003	2432
2305	36	2018	2420
3565	189	2005	2420
5519	138	2019	2418
3223	149	2003	2413
3074	128	2011	2407
5565	207	2019	2399
2371	47	2015	2392
3140	138	2010	2390
3477	179	2014	2386
3310	156	2014	2383
2844	104	2007	2382
2144	12	2013	2381
3787	223	2002	2375
3053	127	2007	2373
3409	171	2010	2368
2559	66	2004	2363
5633	36	2020	2362
2415	51	2009	2358
2882	108	2011	2358
5629	117	2020	2353
2876	108	2005	2349
3947	234	2018	2347
3480	179	2017	2345
2738	91	2004	2343
3338	159	2012	2343
3401	171	2002	2338
3072	128	2009	2335
3235	149	2015	2334
3336	159	2010	2334
3080	128	2017	2332
2716	89	2011	2331
2253	25	2013	2324
2044	5	2010	2323
3291	154	2012	2322
5596	149	2020	2322
3097	133	2017	2319
2339	44	2008	2313
2446	53	2007	2309
2606	73	2016	2309
2145	12	2014	2305
2182	17	2008	2297
2953	112	2017	2296
5477	73	2019	2292
3829	225	2013	2291
2344	44	2013	2286
3503	183	2006	2283
3478	179	2015	2278
5609	50	2020	2273
3131	137	2018	2268
3174	143	2010	2267
5467	114	2019	2267
3413	171	2014	2266
3746	211	2002	2262
3499	183	2002	2259
2835	103	2015	2252
2369	47	2013	2251
2397	50	2008	2248
3339	159	2013	2248
2361	47	2005	2242
2544	63	2015	2239
2570	66	2015	2238
2997	117	2014	2238
3287	154	2008	2236
5640	87	2020	2234
2875	108	2004	2233
3584	191	2003	2232
3937	234	2008	2232
2293	36	2006	2230
2755	93	2004	2228
2646	80	2006	2223
2132	11	2016	2220
2232	23	2008	2219
3680	202	2016	2216
2242	25	2002	2212
3824	225	2008	2211
2258	25	2018	2210
3985	238	2006	2210
3151	140	2004	2208
3152	140	2005	2206
3944	234	2015	2204
3799	223	2014	2202
3334	159	2008	2196
3402	171	2003	2196
2557	66	2002	2190
2523	61	2017	2189
2129	11	2013	2183
3800	223	2015	2180
5683	221	2020	2177
3150	140	2003	2174
3952	235	2006	2173
3681	202	2017	2172
2629	78	2006	2171
3446	177	2017	2171
2831	103	2011	2168
5563	231	2019	2166
3513	183	2016	2165
3467	179	2004	2164
2762	93	2011	2163
2410	51	2004	2162
3794	223	2009	2157
5616	93	2020	2151
3822	225	2006	2147
2720	89	2015	2146
2383	48	2010	2143
2149	12	2018	2138
3447	177	2018	2138
2248	25	2008	2120
2758	93	2007	2113
3033	122	2004	2112
3331	159	2005	2112
3305	156	2009	2099
3942	234	2013	2099
5510	112	2019	2096
2472	56	2016	2095
2543	63	2014	2092
3585	191	2004	2088
5529	202	2019	2088
3304	156	2008	2087
2255	25	2015	2086
2877	108	2006	2086
2245	25	2005	2083
2301	36	2014	2083
2291	36	2004	2081
3469	179	2006	2081
2737	91	2003	2079
2830	103	2010	2079
2385	48	2012	2078
2723	89	2018	2077
3333	159	2007	2070
2833	103	2013	2068
3096	133	2016	2067
5636	165	2020	2067
3230	149	2010	2066
2378	48	2005	2063
3292	154	2013	2062
3814	224	2012	2060
3262	151	2008	2059
2133	11	2017	2058
2705	86	2015	2058
3831	225	2015	2053
2450	53	2011	2050
2874	108	2003	2044
3792	223	2007	2041
3225	149	2005	2038
2282	35	2008	2037
2296	36	2009	2027
3226	149	2006	2027
3231	149	2011	2021
5578	171	2020	2014
2893	109	2005	2013
2313	39	2009	2011
5653	91	2020	2011
3126	137	2013	2005
2068	6	2017	2001
3786	221	2018	2001
5573	34	2019	1997
3954	235	2008	1991
5619	183	2020	1989
2181	17	2007	1988
5548	91	2019	1987
3375	165	2018	1980
2298	36	2011	1978
2300	36	2013	1977
2626	78	2002	1977
3619	193	2005	1976
2836	103	2016	1975
5641	177	2020	1973
3631	193	2017	1971
2049	5	2015	1970
2244	25	2004	1969
3652	200	2004	1969
2744	91	2010	1968
5523	145	2019	1964
3363	165	2006	1962
2333	44	2002	1957
3624	193	2010	1953
2511	61	2005	1951
2177	17	2003	1950
2950	112	2014	1945
2671	83	2015	1944
5542	189	2019	1943
5511	107	2019	1940
2334	44	2003	1939
2747	91	2013	1928
5613	73	2020	1926
3788	223	2003	1924
3716	207	2006	1918
2991	117	2008	1913
2189	17	2015	1912
2633	78	2010	1909
2413	51	2007	1908
2627	78	2004	1899
5538	59	2019	1899
3542	186	2011	1896
2595	73	2005	1895
3582	190	2005	1893
2280	35	2006	1891
3290	154	2011	1888
3540	186	2009	1888
3971	236	2008	1888
3224	149	2004	1887
3330	159	2004	1885
2972	116	2006	1883
3311	156	2015	1879
2228	23	2004	1874
2777	95	2009	1874
2514	61	2008	1872
3580	190	2003	1871
2619	77	2007	1869
3293	154	2014	1869
5648	238	2020	1869
2315	39	2011	1867
2354	46	2006	1865
2364	47	2008	1863
2416	51	2010	1862
3772	216	2011	1856
5564	87	2019	1853
2411	51	2005	1852
3228	149	2008	1850
5539	17	2019	1849
3465	179	2002	1848
2412	51	2006	1846
3508	183	2011	1845
2628	78	2005	1844
3367	165	2010	1839
3722	207	2012	1837
2904	110	2002	1834
5605	128	2020	1834
3812	224	2010	1833
3977	236	2015	1831
3341	159	2015	1830
3721	207	2011	1827
3969	236	2006	1824
2406	50	2017	1821
3568	189	2008	1815
5518	165	2019	1812
2131	11	2015	1809
3780	221	2012	1805
2447	53	2008	1802
2451	53	2012	1799
2736	91	2002	1798
2878	108	2007	1797
2545	63	2016	1795
3229	149	2009	1794
3535	186	2004	1787
3299	156	2003	1786
5628	23	2020	1786
2577	68	2005	1785
3623	193	2009	1782
2069	6	2018	1780
2825	103	2005	1779
3981	238	2002	1773
3766	216	2005	1771
3784	221	2016	1769
3227	149	2007	1763
2227	23	2003	1761
2284	35	2010	1759
2507	59	2018	1759
3531	184	2017	1758
3617	193	2003	1757
2621	77	2009	1756
2380	48	2007	1750
2332	40	2018	1749
5507	184	2019	1744
3444	177	2015	1740
2707	86	2017	1739
3726	207	2016	1738
2901	109	2016	1734
2956	114	2003	1734
3300	156	2004	1731
2249	25	2009	1728
3196	145	2015	1726
3562	189	2002	1724
2387	48	2014	1721
3970	236	2007	1720
3404	171	2005	1719
2342	44	2011	1717
3158	140	2011	1716
2279	35	2005	1712
2295	36	2008	1710
2516	61	2010	1710
2310	39	2006	1708
3622	193	2008	1704
2382	48	2009	1703
2588	68	2016	1703
3161	140	2014	1702
3575	189	2015	1700
3576	189	2016	1694
2137	12	2006	1693
3713	207	2003	1693
3076	128	2013	1692
2770	95	2002	1691
3380	169	2006	1690
2308	39	2004	1687
2954	112	2018	1687
2598	73	2008	1685
2822	103	2002	1684
3102	134	2005	1684
5606	145	2020	1678
3173	143	2009	1676
5594	159	2020	1675
3825	225	2009	1671
3728	207	2018	1670
3820	225	2004	1670
2766	93	2015	1668
3216	146	2018	1666
2989	117	2006	1662
2289	36	2002	1653
2365	47	2009	1652
2374	47	2018	1652
3811	224	2009	1650
5600	6	2020	1650
2823	103	2003	1648
3332	159	2006	1646
3953	235	2007	1644
2233	23	2009	1642
3823	225	2007	1638
3340	159	2014	1637
2414	51	2008	1632
2135	12	2004	1627
3169	143	2005	1623
2235	23	2011	1622
2563	66	2008	1621
3372	165	2015	1616
2409	51	2003	1615
3618	193	2004	1614
2286	35	2013	1613
2490	57	2018	1611
2038	5	2004	1609
3301	156	2005	1606
3967	236	2004	1605
2547	63	2018	1602
3141	138	2011	1602
3968	236	2005	1602
3972	236	2009	1602
3468	179	2005	1600
2525	62	2002	1599
3940	234	2011	1599
2992	117	2009	1598
2408	51	2002	1596
3298	156	2002	1594
2986	117	2003	1591
2077	7	2009	1589
2247	25	2007	1587
3769	216	2008	1584
3171	143	2007	1583
2290	36	2003	1581
3774	216	2013	1581
3101	134	2004	1580
3086	133	2006	1577
2488	57	2016	1573
3176	143	2012	1568
3284	154	2005	1566
3090	133	2010	1565
3815	224	2013	1562
2243	25	2003	1560
3100	134	2003	1558
5655	186	2020	1556
3813	224	2011	1552
2064	6	2013	1547
3177	143	2013	1547
3808	224	2006	1546
2059	6	2008	1545
2226	23	2002	1544
3070	128	2007	1544
2080	7	2012	1543
5601	184	2020	1542
2522	61	2016	1540
3647	199	2016	1540
3807	224	2005	1534
2368	47	2012	1533
2292	36	2005	1528
2312	39	2008	1526
2444	53	2005	1525
3793	223	2008	1525
2866	107	2012	1523
3285	154	2006	1523
3549	186	2018	1523
2583	68	2011	1521
3827	225	2011	1520
2294	36	2007	1511
3817	224	2015	1510
2990	117	2007	1508
2965	114	2012	1506
2542	63	2013	1505
2238	23	2014	1502
2366	47	2010	1502
2519	61	2013	1500
3094	133	2014	1495
3098	133	2018	1495
3092	133	2012	1493
3178	143	2014	1493
2592	73	2002	1492
3536	186	2005	1492
3819	225	2003	1492
3368	165	2011	1491
2358	47	2002	1490
2360	47	2004	1488
2510	61	2004	1488
3180	143	2016	1486
2142	12	2011	1485
2521	61	2015	1484
3155	140	2008	1484
5472	61	2019	1483
2146	12	2015	1482
3534	186	2003	1480
3329	159	2003	1475
3166	143	2002	1470
3328	159	2002	1469
3577	189	2017	1469
2860	107	2006	1467
3507	183	2010	1466
3137	138	2007	1465
2443	53	2004	1463
3403	171	2004	1463
2314	39	2010	1461
3335	159	2009	1458
2309	39	2005	1457
3530	184	2016	1457
2418	51	2012	1455
2828	103	2008	1454
2517	61	2011	1451
2715	89	2010	1447
3130	137	2017	1446
2685	85	2012	1445
2826	103	2006	1444
3182	143	2018	1442
4024	242	2014	1441
2761	93	2010	1438
3644	199	2013	1435
2603	73	2013	1431
3725	207	2015	1431
3804	224	2002	1431
3500	183	2003	1428
2856	107	2002	1427
3288	154	2009	1427
5608	234	2020	1426
2083	7	2015	1425
2957	114	2004	1425
2489	57	2017	1423
2861	107	2007	1420
2750	91	2016	1416
3066	128	2003	1412
2581	68	2009	1410
2998	117	2015	1407
3407	171	2008	1405
3529	184	2015	1402
3556	188	2008	1402
3765	216	2004	1401
2610	75	2008	1398
2864	107	2010	1398
3436	177	2003	1398
3763	216	2002	1398
2760	93	2009	1395
2858	107	2004	1395
2329	40	2015	1393
2594	73	2004	1390
2512	61	2006	1389
2584	68	2012	1389
2947	112	2011	1388
3551	188	2003	1388
3723	207	2013	1388
3770	216	2009	1388
2311	39	2007	1387
3659	200	2011	1386
2421	51	2015	1383
3108	134	2011	1381
3532	184	2018	1380
3951	235	2005	1379
2505	59	2016	1378
2078	7	2010	1376
2254	25	2014	1376
3663	200	2015	1375
2076	7	2008	1374
2880	108	2009	1371
3134	138	2004	1363
3621	193	2007	1359
5647	137	2020	1358
5484	50	2019	1357
3674	202	2009	1354
5557	40	2019	1354
2376	48	2003	1352
2062	6	2011	1351
2515	61	2009	1349
3004	118	2004	1349
3661	200	2013	1349
2829	103	2009	1348
2239	23	2015	1347
2873	108	2002	1346
3185	145	2004	1345
2278	35	2004	1343
3958	235	2012	1342
2573	66	2018	1335
3833	225	2017	1332
5545	93	2019	1332
3560	188	2012	1328
2597	73	2007	1325
2971	114	2018	1325
5543	116	2019	1325
2420	51	2014	1323
3966	236	2003	1322
3440	177	2007	1320
5471	186	2019	1316
2330	40	2016	1313
2331	40	2017	1313
2611	75	2010	1313
3089	133	2009	1310
3934	234	2005	1306
3956	235	2010	1306
2528	62	2005	1305
2326	40	2012	1303
3620	193	2006	1302
3760	211	2016	1299
2717	89	2012	1297
2395	50	2006	1294
3405	171	2006	1294
3768	216	2007	1294
2203	18	2013	1293
2480	57	2007	1291
3992	238	2013	1286
3678	202	2014	1283
