id	tiekunta_id	vuosi	maara
391	56	2009	16079
392	56	2010	22728
393	56	2011	22488
394	56	2012	23099
395	56	2013	29180
396	56	2014	29431
397	56	2015	27322
398	56	2016	25664
399	56	2017	23731
400	56	2018	23920
401	57	2003	737
402	57	2005	920
403	57	2006	738
404	57	2007	825
405	57	2008	825
406	57	2009	760
407	57	2011	687
408	57	2012	767
409	57	2013	767
410	57	2014	767
411	57	2015	766
412	57	2016	1533
413	57	2017	767
414	57	2018	767
415	59	2002	502
416	59	2003	404
417	59	2004	578
418	59	2005	353
419	59	2006	463
420	59	2007	683
421	59	2008	453
422	59	2009	693
423	59	2010	727
424	59	2011	1173
425	59	2012	665
426	59	2013	830
427	59	2014	851
428	59	2015	1088
429	59	2016	1359
430	59	2017	1399
431	59	2018	1878
432	61	2003	1814
433	61	2005	1850
434	61	2006	1850
435	61	2008	1880
436	61	2009	1878
437	61	2010	1878
438	61	2012	2101
439	61	2014	2146
440	61	2016	2136
441	61	2017	2126
442	61	2018	2126
443	62	2002	715
444	62	2003	1040
445	62	2004	490
446	62	2005	477
447	62	2006	818
448	62	2007	484
449	62	2008	484
450	63	2002	1929
451	63	2005	416
452	63	2006	978
453	63	2009	978
454	63	2010	1956
455	63	2011	2681
456	63	2012	940
457	63	2013	1202
458	63	2014	1240
459	63	2015	1721
460	63	2016	1688
461	63	2017	1366
462	63	2018	1587
463	64	2005	500
464	64	2006	5500
465	64	2008	500
466	64	2009	464
467	64	2010	67
468	64	2012	153
469	64	2013	162
470	66	2002	1714
471	66	2003	1527
472	66	2004	1502
473	66	2006	2391
474	66	2007	3852
475	66	2008	3545
476	66	2009	3410
477	66	2010	3590
478	66	2011	4516
479	66	2012	7316
480	66	2013	5391
481	66	2014	5107
482	66	2015	4199
483	66	2016	4133
484	66	2017	3451
485	66	2018	3270
486	68	2004	100
487	68	2005	2107
488	68	2006	413
489	68	2007	434
490	68	2008	916
491	68	2009	1725
492	68	2010	1427
493	68	2011	1674
494	68	2013	2202
495	68	2014	176
496	68	2015	50
497	68	2016	2094
498	69	2016	3497
499	69	2017	1646
500	69	2018	1735
501	73	2002	615
502	73	2003	614
503	73	2004	860
504	73	2005	841
505	73	2006	841
506	73	2007	841
507	73	2008	1222
508	73	2009	1222
509	73	2010	3666
510	73	2011	29328
511	73	2012	1217
512	73	2013	1217
513	73	2014	1217
514	73	2015	1267
515	73	2016	1267
516	73	2017	1267
517	73	2018	1267
518	75	2005	960
519	75	2006	720
520	75	2008	1200
521	75	2010	1200
522	77	2002	9229
523	77	2004	4650
524	77	2005	4650
525	77	2006	4650
526	77	2007	4309
527	77	2008	5825
528	77	2009	2912
529	77	2010	11651
530	77	2011	11902
531	77	2012	3567
532	77	2013	23
533	78	2002	1092
534	78	2004	2219
535	78	2005	2216
536	78	2006	2233
537	78	2007	2216
538	78	2008	2533
539	78	2009	3483
540	78	2010	4116
541	78	2011	4116
542	78	2012	4043
543	78	2013	4043
544	78	2014	4043
545	78	2015	4043
546	78	2016	4043
547	78	2017	3902
548	78	2018	3994
549	80	2002	2437
550	80	2003	2267
551	80	2004	2563
552	80	2005	2600
553	80	2006	2650
554	80	2007	2700
555	80	2008	2861
556	80	2009	3435
557	80	2010	2785
558	80	2011	3101
559	80	2012	3321
560	80	2013	3043
561	80	2014	3180
562	80	2015	3221
563	80	2016	3265
564	80	2017	3963
565	80	2018	4008
566	83	2002	2667
567	83	2003	2936
568	83	2004	3329
569	83	2005	3432
570	83	2006	3469
571	83	2007	3332
572	83	2008	3466
573	83	2009	4372
574	83	2010	4903
575	83	2011	5076
576	83	2012	5087
577	83	2013	5104
578	83	2014	5483
579	83	2015	5350
580	83	2016	5419
581	83	2017	5419
582	83	2018	5275
583	85	2002	161
584	85	2003	167
585	85	2004	137
586	85	2005	167
587	85	2006	355
588	85	2007	120
589	85	2008	185
590	85	2009	160
591	85	2010	262
592	85	2011	225
593	85	2012	1375
594	85	2013	240
595	85	2014	309
596	85	2015	959
597	85	2016	84
598	85	2017	309
599	85	2018	356
600	86	2002	572
601	86	2003	492
602	86	2004	670
603	86	2005	538
604	86	2006	672
605	86	2007	685
606	86	2008	837
607	86	2009	837
608	86	2010	837
609	86	2011	973
610	86	2012	973
611	86	2013	819
612	86	2014	1155
613	86	2015	854
614	86	2016	1026
615	86	2017	1017
616	86	2018	986
617	89	2004	392
618	89	2005	2151
619	89	2006	200
620	89	2007	2048
621	89	2008	329
622	89	2009	2040
623	89	2010	752
624	89	2011	2464
625	89	2012	974
626	89	2013	3793
627	89	2015	4085
628	89	2017	4132
629	90	2002	302
630	90	2004	302
631	90	2007	302
632	90	2009	302
633	90	2010	302
634	90	2011	252
635	90	2012	351
636	90	2013	302
637	91	2002	1274
638	91	2003	1323
639	91	2004	1228
640	91	2005	1571
641	91	2006	1673
642	91	2007	2163
643	91	2008	2288
644	91	2009	2046
645	91	2010	2044
646	91	2011	2051
647	91	2012	2039
648	91	2013	2062
649	91	2014	3117
650	91	2015	2638
651	91	2016	2674
652	91	2017	2674
653	91	2018	2674
654	93	2002	933
655	93	2003	932
656	93	2004	1369
657	93	2005	1375
658	93	2006	1380
659	93	2007	1370
660	93	2008	1764
661	93	2009	2109
662	93	2010	2109
663	93	2011	2109
664	93	2012	2109
665	93	2013	2288
666	93	2014	2180
667	93	2015	2180
668	93	2016	2109
669	93	2017	2083
670	93	2018	2077
671	95	2003	1007
672	95	2004	1094
673	95	2005	2247
674	95	2006	2310
675	95	2007	2310
676	95	2008	2310
677	95	2009	2173
678	95	2010	2471
679	95	2011	2250
680	95	2012	3001
681	95	2013	2996
682	95	2014	3000
683	95	2015	2982
684	95	2016	3080
685	95	2017	3080
686	95	2018	3080
687	97	2009	374
688	97	2011	170
689	97	2013	159
690	97	2014	161
691	97	2015	460
692	97	2016	473
693	97	2017	442
694	97	2018	452
695	98	2002	398
696	98	2004	541
697	98	2005	1245
698	98	2006	519
699	98	2007	616
700	98	2008	831
701	101	2002	71
702	101	2003	71
703	101	2004	71
704	101	2005	67
705	101	2006	74
706	101	2007	71
707	101	2008	95
708	101	2009	126
709	101	2010	114
710	101	2011	133
711	101	2012	110
712	101	2013	130
713	101	2014	106
714	101	2015	74
715	101	2016	105
716	101	2017	149
717	101	2018	149
718	103	2002	1060
719	103	2003	1058
720	103	2004	1276
721	103	2005	1276
722	103	2006	781
723	103	2007	1731
724	103	2008	1808
725	103	2009	1723
726	103	2010	1852
727	103	2011	1923
728	103	2012	36923
729	103	2013	2837
730	103	2014	3107
731	103	2015	3057
732	103	2016	3132
733	103	2018	3132
734	104	2002	1811
735	104	2003	1566
736	104	2004	1477
737	104	2005	1618
738	104	2006	1810
739	104	2007	7268
740	104	2008	1921
741	104	2009	3663
742	104	2010	3663
743	104	2011	5405
744	104	2012	5404
745	104	2013	5404
746	104	2014	5404
747	104	2015	5405
748	104	2016	5405
749	104	2017	5405
750	107	2002	799
751	107	2003	816
752	107	2004	828
753	107	2005	849
754	107	2006	868
755	107	2007	868
756	107	2008	885
757	107	2009	1162
758	107	2010	1142
759	107	2011	1138
760	107	2012	1307
761	107	2013	1332
762	107	2014	1431
763	107	2015	1414
764	107	2016	1394
765	107	2017	1365
766	107	2018	1379
767	108	2002	1293
768	108	2003	1293
769	108	2004	1242
770	108	2005	1838
771	108	2006	1867
772	108	2007	1867
773	108	2008	2391
774	108	2009	2384
775	108	2010	1793
776	108	2011	2497
777	108	2012	2596
778	108	2013	2518
779	108	2014	2534
780	108	2015	2552
781	108	2016	2515
782	108	2017	2535
783	108	2018	3930
784	109	2005	1490
785	109	2007	300
786	109	2009	381
787	109	2010	774
788	109	2012	500
789	109	2013	550
790	109	2014	750
791	109	2015	350
792	109	2016	970
793	109	2017	702
794	109	2018	300
795	110	2002	880
796	110	2003	1340
797	110	2005	3800
798	110	2006	3308
799	110	2007	10378
800	110	2008	9250
801	110	2009	8000
802	110	2010	9000
803	110	2011	8816
804	110	2012	10282
805	110	2013	10572
806	110	2014	11236
807	110	2015	11538
808	110	2016	11931
809	110	2017	12172
810	110	2018	12100
811	111	2002	4573
812	111	2003	5376
813	111	2004	5340
814	111	2005	5305
815	111	2006	7594
816	111	2007	7540
817	111	2008	8485
818	111	2009	8500
819	111	2010	9702
820	111	2011	9702
821	111	2012	10789
822	111	2013	12003
823	111	2014	11418
824	111	2015	11799
825	111	2016	11017
826	111	2017	11017
827	111	2018	11020
828	112	2002	634
829	112	2003	648
830	112	2004	1283
831	112	2005	710
832	112	2006	1318
833	112	2007	1018
834	112	2008	993
835	112	2009	1018
836	112	2010	1018
837	112	2011	2096
838	112	2013	1303
839	112	2014	1558
840	112	2015	3594
841	112	2016	3155
842	112	2017	3624
843	114	2002	650
844	114	2003	600
845	114	2004	624
846	114	2005	644
847	114	2006	692
848	114	2007	664
849	114	2008	675
850	114	2009	700
851	114	2010	636
852	114	2011	758
853	114	2012	656
854	114	2013	524
855	114	2014	831
856	114	2015	355
857	114	2016	949
858	114	2017	949
859	114	2018	949
860	115	2018	2622
861	116	2006	1921
862	116	2007	850
863	116	2008	850
864	116	2009	640
865	116	2011	1030
866	116	2012	515
867	116	2013	1200
868	116	2014	1000
869	116	2018	600
870	117	2002	534
871	117	2003	648
872	117	2004	768
873	117	2006	887
874	117	2007	1253
875	117	2008	1485
876	117	2009	1595
877	117	2010	1066
878	117	2011	1470
879	117	2012	1846
880	117	2013	1659
881	117	2014	1658
882	117	2015	1658
883	117	2016	1475
884	117	2017	1842
885	117	2018	1658
886	118	2002	24
887	118	2003	628
888	118	2004	693
889	118	2005	703
890	118	2007	764
891	118	2008	698
892	118	2009	698
893	118	2010	698
894	118	2012	698
895	120	2002	7878
896	120	2003	6132
897	120	2004	6130
898	120	2005	6294
899	120	2006	6330
900	120	2007	6763
901	120	2008	6440
902	120	2009	7839
903	120	2010	7795
904	120	2011	7908
905	120	2012	8846
906	120	2013	10466
907	120	2014	13908
908	120	2015	13996
909	120	2016	13902
910	120	2017	13732
911	121	2014	6286
912	122	2002	2068
913	122	2003	1969
914	122	2004	2734
915	122	2005	3085
916	122	2006	2342
917	122	2007	5601
918	122	2008	5194
919	122	2009	4092
920	122	2010	4096
921	122	2011	4023
922	122	2012	4325
923	122	2013	3962
924	122	2014	6286
925	122	2015	6372
926	122	2016	5371
927	122	2017	5667
928	122	2018	4000
929	127	2002	2442
930	127	2003	2303
931	127	2004	2303
932	127	2005	2355
933	127	2006	2536
934	127	2007	2623
935	127	2008	2561
936	127	2009	2560
937	127	2010	3269
938	127	2011	3269
939	127	2012	3251
940	127	2013	3251
941	127	2014	3550
942	127	2015	3474
943	127	2016	3473
944	127	2017	3411
945	127	2018	3503
946	128	2002	1332
947	128	2003	1332
948	128	2004	1420
949	128	2005	1424
950	128	2006	2022
951	128	2007	2023
952	128	2008	2716
953	128	2009	3511
954	128	2010	1917
955	128	2011	2547
956	128	2012	2312
957	128	2013	2313
958	128	2014	1903
959	128	2015	2239
960	128	2016	2275
961	128	2017	2491
962	128	2018	1909
963	133	2002	478
964	133	2003	513
965	133	2004	593
966	133	2005	513
967	133	2006	607
968	133	2007	1660
969	133	2008	1780
970	133	2009	1365
971	133	2010	1305
972	133	2011	1371
973	133	2012	1820
974	133	2013	2110
975	133	2014	2279
976	133	2015	2012
977	133	2016	2057
978	133	2017	2057
979	133	2018	2017
980	134	2002	1026
981	134	2003	1001
982	134	2004	1278
983	134	2005	1278
984	134	2006	2579
985	134	2007	2613
986	134	2008	2622
987	134	2009	3587
988	134	2010	2626
989	134	2011	3175
990	134	2012	3323
991	134	2013	3324
992	134	2014	3180
993	134	2015	3106
994	134	2016	3142
995	134	2017	3141
996	134	2018	3153
997	137	2005	762
998	137	2006	762
999	137	2007	763
1000	137	2008	727
1001	137	2009	712
1002	137	2010	809
1003	137	2011	809
1004	137	2012	735
1005	137	2013	726
1006	137	2014	764
1007	137	2015	736
1008	137	2016	736
1009	137	2017	525
1010	137	2018	599
1011	138	2002	891
1012	138	2004	604
1013	138	2005	996
1014	138	2006	830
1015	138	2007	2550
1016	138	2008	869
1017	138	2009	1081
1018	138	2010	1128
1019	138	2011	1183
1020	138	2012	1480
1021	138	2013	1459
1022	138	2014	1376
1023	138	2015	1496
1024	138	2016	1329
1025	138	2017	1382
1026	138	2018	1319
1027	140	2002	1698
1028	140	2003	1708
1029	140	2004	1708
1030	140	2005	1708
1031	140	2006	1708
1032	140	2007	1708
1033	140	2008	1708
1034	140	2009	2126
1035	140	2010	2254
1036	140	2011	2834
1037	140	2012	2913
1038	140	2013	3347
1039	140	2014	2347
1040	140	2015	3393
1041	140	2016	3441
1042	140	2017	3441
1043	140	2018	3428
1044	143	2002	669
1045	143	2003	769
1046	143	2004	769
1047	143	2005	852
1048	143	2006	1131
1049	143	2007	1349
1050	143	2008	1693
1051	143	2009	1716
1052	143	2010	4619
1053	143	2011	1726
1054	143	2012	2347
1055	143	2013	2359
1056	143	2014	1947
1057	143	2015	2760
1058	143	2016	2346
1059	143	2017	2345
1060	143	2018	2460
1061	145	2002	1092
1062	145	2004	1077
1063	145	2005	943
1064	145	2007	1170
1065	145	2010	1464
1066	145	2012	3026
1067	145	2013	1648
1068	145	2015	1700
1069	145	2016	1700
1070	145	2017	1700
1071	145	2018	1350
1072	146	2002	212
1073	146	2003	302
1074	146	2004	267
1075	146	2005	447
1076	146	2006	385
1077	146	2007	460
1078	146	2008	551
1079	146	2009	605
1080	146	2010	682
1081	146	2011	630
1082	146	2012	802
1083	146	2013	980
1084	146	2014	1050
1085	146	2015	1319
1086	146	2016	1347
1087	146	2017	1347
1088	146	2018	1375
1089	148	2002	120
1090	148	2003	193
1091	148	2004	20
1092	148	2005	120
1093	148	2006	174
1094	149	2002	1430
1095	149	2003	1541
1096	149	2004	1101
1097	149	2005	1102
1098	149	2006	1186
1099	149	2007	1186
1100	149	2008	1186
1101	149	2009	1101
1102	149	2010	1472
1103	149	2011	2126
1104	149	2012	2257
1105	149	2013	2290
1106	149	2014	2356
1107	149	2015	2494
1108	149	2016	2432
1109	149	2017	2616
1110	149	2018	2322
1111	150	2002	301
1112	150	2003	332
1113	150	2004	433
1114	150	2005	289
1115	150	2006	289
1116	150	2007	354
1117	150	2008	289
1118	150	2009	289
1119	150	2010	289
1120	150	2011	989
1121	150	2012	578
1122	150	2013	478
1123	150	2014	287
1124	150	2016	288
1125	150	2017	278
1126	151	2002	648
1127	151	2003	1312
1128	151	2004	947
1129	151	2005	901
1130	151	2006	622
1131	151	2007	622
1132	151	2008	622
1133	151	2009	912
1134	151	2010	622
1135	151	2011	622
1136	151	2012	622
1137	152	2005	461
1138	152	2006	730
1139	152	2007	740
1140	152	2008	186
1141	152	2009	459
1142	152	2010	404
1143	152	2011	404
1144	152	2012	404
1145	152	2013	571
1146	152	2014	571
1147	152	2015	525
1148	152	2016	39
1149	152	2017	406
1150	152	2018	396
1151	154	2002	663
1152	154	2003	792
1153	154	2004	921
1154	154	2005	921
1155	154	2006	1054
1156	154	2007	1314
1157	154	2008	1593
1158	154	2009	1593
1159	154	2010	1851
1160	154	2011	1851
1161	154	2012	1851
1162	154	2013	1963
1163	154	2014	1963
1164	154	2015	1963
1165	154	2016	1860
1166	154	2017	1714
1167	154	2018	1963
1168	156	2002	869
1169	156	2003	1625
1170	156	2004	922
1171	156	2005	925
1172	156	2006	1237
1173	156	2007	1868
1174	156	2008	1343
1175	156	2009	1851
1176	156	2010	2436
1177	156	2011	2883
1178	156	2012	2674
1179	156	2013	3518
1180	156	2014	3771
1181	156	2015	3343
1182	156	2016	3912
1183	156	2017	4976
1184	156	2018	3309
1185	157	2003	300
1186	157	2007	400
1187	157	2009	599
1188	157	2014	250
1189	157	2015	850
1190	157	2016	850
1191	159	2002	1129
1192	159	2003	1094
1193	159	2004	1118
1194	159	2005	1193
1195	159	2006	1382
1196	159	2007	1753
1197	159	2008	1756
1198	159	2009	1689
1199	159	2010	1837
1200	159	2011	1858
1201	159	2012	1953
1202	159	2013	1908
1203	159	2014	2267
1204	159	2015	2396
1205	159	2016	2302
1206	159	2017	2400
1207	159	2018	2354
1208	161	2007	634
1209	161	2011	172
1210	165	2002	808
1211	165	2003	403
1212	165	2004	429
1213	165	2005	220
1214	165	2006	661
1215	165	2007	882
1216	165	2008	771
1217	165	2009	441
1218	165	2010	1675
1219	165	2011	1103
1220	165	2012	1103
1221	165	2013	1162
1222	165	2014	551
1223	165	2015	619
1224	165	2016	521
1225	165	2017	802
1226	165	2018	1350
1227	169	2002	1729
1228	169	2003	1527
1229	169	2004	1510
1230	169	2005	2324
1231	169	2006	2789
1232	169	2007	3022
1233	169	2008	3719
1234	169	2009	4387
1235	169	2010	4134
1236	169	2011	4166
1237	169	2012	4166
1238	169	2013	4921
1239	169	2014	4711
1240	169	2015	4846
1241	169	2016	5035
1242	169	2017	5057
1243	169	2018	2973
1244	170	2002	178
1245	170	2003	98
1246	170	2004	80
1247	170	2005	144
1248	170	2006	172
1249	170	2007	140
1250	170	2008	128
1251	170	2009	266
1252	170	2010	138
1253	171	2002	1295
1254	171	2003	1292
1255	171	2004	1246
1256	171	2005	1337
1257	171	2006	1153
1258	171	2007	1657
1259	171	2008	1491
1260	171	2009	1849
1261	171	2010	1822
1262	171	2011	2126
1263	171	2012	2103
1264	171	2013	1845
1265	171	2014	1822
1266	171	2015	1822
1267	171	2016	1742
1268	171	2017	1902
1269	171	2018	1822
1270	172	2002	2772
1271	172	2003	2413
1272	172	2004	2574
1273	172	2005	2293
1274	172	2006	2718
1275	172	2007	2812
1276	172	2008	3535
1277	172	2009	3472
1278	172	2010	3541
1279	172	2011	4243
1280	172	2012	4297
1281	172	2013	4477
1282	172	2014	5157
1283	172	2015	5379
1284	172	2016	5671
1285	172	2017	5564
1286	172	2018	7213
1287	177	2002	450
1288	177	2003	450
1289	177	2004	600
1290	177	2005	600
1291	177	2006	600
1292	177	2007	600
1293	177	2013	1333
1294	177	2014	1949
1295	177	2015	3864
1296	177	2016	5718
1297	177	2017	1611
1298	177	2018	1980
1299	178	2002	158
1300	178	2003	217
1301	178	2004	218
1302	178	2005	237
1303	178	2006	264
1304	178	2007	264
1305	178	2008	340
1306	178	2009	340
1307	178	2010	429
1308	178	2011	415
1309	178	2012	415
1310	178	2013	424
1311	178	2014	447
1312	178	2015	453
1313	178	2016	679
1314	178	2017	595
1315	178	2018	595
1316	179	2002	876
1317	179	2003	889
1318	179	2004	870
1319	179	2005	1373
1320	179	2006	1124
1321	179	2007	1303
1322	179	2008	1405
1323	179	2009	2344
1324	179	2010	2171
1325	179	2011	3027
1326	179	2012	2539
1327	179	2013	3380
1328	179	2014	3335
1329	179	2015	7883
1330	179	2016	19
1331	179	2017	2763
1332	179	2018	2921
1333	182	2002	355
1334	182	2003	355
1335	182	2004	355
1336	182	2005	375
1337	182	2006	339
1338	182	2007	354
1339	182	2009	708
1340	182	2010	354
1341	182	2011	531
1342	182	2012	488
1343	182	2013	600
1344	182	2014	480
1345	182	2015	660
1346	182	2016	480
1347	182	2017	480
1348	182	2018	470
1349	183	2002	1301
1350	183	2003	1279
1351	183	2004	1279
1352	183	2005	1334
1353	183	2006	1338
1354	183	2007	1342
1355	183	2008	1343
1356	183	2009	1332
1357	183	2010	1338
1358	183	2011	1335
1359	183	2012	1597
1360	183	2013	1515
1361	183	2014	1792
1362	183	2015	2388
1363	183	2016	2491
1364	183	2017	2536
1365	183	2018	3370
1366	184	2002	410
1367	184	2003	410
1368	184	2004	644
1369	184	2005	645
1370	184	2006	720
1371	184	2007	720
1372	184	2008	720
1373	184	2009	720
1374	184	2010	681
1375	184	2011	720
1376	184	2012	738
1377	184	2013	705
1378	184	2014	945
1379	184	2015	999
1380	184	2016	977
1381	184	2017	977
1382	184	2018	977
1383	186	2002	1088
1384	186	2003	1088
1385	186	2004	1109
1386	186	2005	1188
1387	186	2006	1109
1388	186	2007	1585
1389	186	2008	1585
1390	186	2009	1131
1391	186	2010	1131
1392	186	2011	1376
1393	186	2012	1370
1394	186	2013	1371
1395	186	2014	1420
1396	186	2015	1529
1397	186	2016	1535
1398	186	2017	1520
1399	186	2018	1520
1400	188	2002	542
1401	188	2003	490
1402	188	2004	522
1403	188	2005	498
1404	188	2006	985
1405	188	2007	534
1406	188	2008	499
1407	188	2009	731
1408	188	2010	811
1409	188	2011	762
