,index,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
50,59,7620000,6000,3,2,4,yes,yes,no,no,yes,1,no,furnished
51,49,7590000,7440,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished
52,51,7570000,6325,3,1,4,yes,no,no,no,yes,1,no,unfurnished
53,50,7550000,7440,3,2,4,yes,no,no,no,no,1,yes,unfurnished
54,48,7540000,4300,3,2,2,yes,no,yes,no,no,1,no,unfurnished
55,52,7520000,6000,4,2,4,yes,yes,no,no,yes,1,no,furnished
56,57,7440000,9000,4,2,4,yes,yes,no,no,yes,1,yes,furnished
57,54,7400000,6000,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished
58,56,7390000,11440,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished
59,63,7370000,6360,4,2,3,yes,no,no,no,yes,2,yes,furnished
60,60,7290000,6000,3,2,2,yes,yes,no,no,no,1,no,semi-furnished
61,58,7270000,7680,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished
62,62,7210000,6240,4,2,2,yes,no,no,no,yes,1,no,furnished
63,70,7190000,4000,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished
64,65,7170000,8880,3,2,2,yes,no,yes,no,yes,1,no,furnished
65,66,7140000,13200,2,1,1,yes,no,yes,yes,no,1,no,furnished
66,61,7090000,8880,2,1,1,yes,no,no,no,yes,1,no,semi-furnished
67,64,7090000,11175,3,1,1,yes,no,yes,no,yes,1,yes,furnished
68,71,7020000,6000,4,2,4,yes,no,no,no,yes,0,no,unfurnished
69,67,7010000,7700,3,2,1,yes,no,no,no,no,2,no,unfurnished
70,75,6980000,4260,4,2,2,yes,no,no,yes,no,0,no,semi-furnished
71,79,6970000,6000,3,2,3,yes,yes,no,no,yes,0,no,furnished
72,68,6910000,6000,3,1,1,yes,no,no,no,yes,1,no,furnished
73,84,6880000,3760,3,1,2,yes,no,no,yes,no,2,no,semi-furnished
74,73,6860000,6600,2,2,4,yes,no,yes,no,no,0,yes,furnished
75,78,6860000,5700,3,1,1,yes,yes,yes,no,yes,2,yes,furnished
76,86,6860000,6670,3,1,3,yes,no,yes,no,no,0,yes,unfurnished
77,87,6850000,3960,3,1,1,yes,no,yes,no,no,2,no,semi-furnished
78,77,6830000,6500,3,2,3,yes,no,no,no,yes,0,yes,furnished
79,82,6830000,10500,3,2,1,yes,no,yes,no,yes,1,yes,furnished
80,74,6810000,4040,3,1,2,yes,no,yes,yes,no,1,no,furnished
81,72,6810000,5020,3,1,4,yes,no,no,no,yes,0,yes,unfurnished
82,88,6810000,7410,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished
83,69,6800000,12090,4,2,2,yes,no,no,no,no,2,yes,furnished
84,80,6750000,6000,3,1,2,yes,no,no,yes,no,1,yes,semi-furnished
85,76,6720000,6420,3,2,3,yes,no,no,no,yes,0,yes,furnished
86,83,6710000,6000,3,2,4,yes,no,no,no,yes,0,no,semi-furnished
87,85,6710000,8250,3,2,3,yes,no,no,no,yes,0,no,furnished
88,91,6700000,6750,2,1,1,yes,yes,yes,no,no,2,yes,furnished
89,81,6680000,4000,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished
90,90,6640000,5000,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
91,93,6620000,7200,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished
92,95,6620000,4100,3,2,3,yes,no,no,no,yes,2,no,semi-furnished
93,100,6580000,6600,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished
94,89,6540000,8580,5,3,2,yes,no,no,no,no,2,no,furnished
95,94,6520000,6000,4,2,4,yes,no,no,no,no,1,no,semi-furnished
96,97,6520000,6400,3,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished
97,98,6510000,6600,3,2,3,yes,no,no,no,yes,0,yes,unfurnished
98,101,6490000,5500,3,1,3,yes,no,no,no,no,1,yes,unfurnished
99,105,6470000,4500,3,1,4,yes,no,no,no,yes,0,no,unfurnished
100,108,6460000,3240,4,1,3,yes,no,no,no,no,1,no,semi-furnished
101,96,6450000,9000,3,1,1,yes,no,yes,no,no,1,yes,furnished
102,110,6440000,6600,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished
103,92,6440000,4800,3,2,4,yes,yes,no,no,yes,0,no,furnished
104,102,6410000,5500,3,2,4,yes,yes,no,no,yes,1,no,semi-furnished
105,99,6370000,6000,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished
106,113,6340000,9620,3,1,1,yes,no,yes,no,no,2,yes,furnished
107,122,6300000,6254,4,2,1,yes,no,yes,no,no,1,yes,semi-furnished
108,106,6300000,5450,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished
109,114,6290000,6800,2,1,1,yes,yes,yes,no,no,2,no,furnished
110,116,6260000,6900,3,2,1,yes,yes,yes,no,no,0,yes,unfurnished
111,121,6260000,7231,3,1,2,yes,yes,yes,no,yes,0,yes,semi-furnished
112,107,6250000,6420,3,1,3,yes,no,yes,no,no,0,yes,unfurnished
113,112,6240000,4300,6,2,2,yes,no,no,no,no,0,no,furnished
114,124,6230000,6525,3,2,4,yes,no,no,no,no,1,no,furnished
115,126,6220000,7160,3,1,1,yes,no,yes,no,no,2,yes,unfurnished
116,111,6210000,8372,3,1,3,yes,no,no,no,yes,2,no,unfurnished
117,104,6200000,5500,3,2,1,yes,yes,yes,no,no,2,yes,furnished
118,103,6200000,6350,3,2,3,yes,yes,no,no,yes,0,no,furnished
119,109,6190000,6615,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished
120,129,6190000,11460,3,1,3,yes,no,no,no,no,2,yes,semi-furnished
121,127,6120000,6500,3,2,3,yes,no,no,no,yes,0,no,unfurnished
122,117,6100000,3700,4,1,2,yes,yes,no,no,yes,0,no,furnished
123,119,6090000,7020,3,1,1,yes,no,yes,no,yes,2,yes,semi-furnished
124,115,6090000,8000,3,1,1,yes,yes,yes,no,yes,2,yes,semi-furnished
125,130,6080000,4800,3,1,1,yes,yes,yes,no,no,0,no,unfurnished
126,120,6050000,6540,3,1,1,yes,yes,yes,no,no,2,yes,furnished
127,125,6040000,15600,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
128,128,6040000,5500,3,1,3,yes,yes,no,no,yes,1,no,furnished
129,140,6030000,5800,3,2,4,yes,no,no,no,yes,0,no,unfurnished
130,135,6010000,6000,3,2,4,yes,no,no,no,yes,0,no,unfurnished
131,118,6000000,6420,3,1,1,yes,no,yes,no,yes,0,yes,furnished
132,137,5980000,4640,4,1,2,yes,no,no,no,no,1,no,semi-furnished
133,123,5970000,7320,4,2,2,yes,no,no,no,no,0,no,furnished
134,134,5970000,7000,3,1,1,yes,no,yes,no,no,2,yes,semi-furnished
135,132,5960000,5200,3,1,3,yes,no,no,no,yes,0,no,semi-furnished
136,133,5940000,4800,3,1,3,yes,no,no,no,yes,0,no,unfurnished
137,131,5930000,5828,4,1,4,yes,yes,no,no,no,0,no,semi-furnished
138,151,5880000,4400,4,1,2,yes,no,no,no,yes,2,yes,semi-furnished
139,150,5850000,5136,3,1,2,yes,yes,yes,no,yes,0,yes,unfurnished
140,139,5840000,6360,3,1,1,yes,yes,yes,no,yes,2,yes,furnished
141,136,5820000,5400,4,2,2,yes,no,no,no,yes,2,no,unfurnished
142,156,5820000,6900,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished
143,146,5800000,10500,2,1,1,yes,no,no,no,no,1,no,semi-furnished
144,138,5780000,5000,3,1,3,yes,no,no,no,yes,0,no,semi-furnished
145,157,5760000,2817,4,2,2,no,yes,yes,no,no,1,no,furnished
146,152,5760000,5400,5,1,2,yes,yes,yes,no,yes,0,yes,furnished
147,162,5740000,6600,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished
148,145,5740000,5000,3,1,4,yes,no,no,no,no,0,no,furnished
149,159,5730000,3150,3,2,1,yes,yes,yes,no,yes,0,no,furnished
150,153,5720000,3300,3,3,2,yes,no,yes,no,no,0,no,semi-furnished
151,155,5710000,6100,3,2,1,yes,no,yes,no,no,2,yes,furnished
152,149,5710000,6600,4,2,1,yes,no,yes,no,no,0,yes,semi-furnished
153,142,5700000,10500,4,2,2,yes,no,no,no,no,1,no,semi-furnished
154,141,5690000,6660,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished
155,148,5670000,6360,3,1,3,yes,no,no,no,no,0,yes,semi-furnished
156,158,5660000,7980,3,1,1,yes,no,no,no,no,2,no,semi-furnished
157,144,5660000,4700,4,1,2,yes,yes,yes,no,yes,1,no,furnished
158,143,5640000,4800,5,2,3,no,no,yes,yes,no,0,no,unfurnished
159,147,5640000,5500,3,2,2,yes,no,no,no,no,1,no,semi-furnished
160,154,5620000,3650,3,2,2,yes,no,no,no,no,2,no,semi-furnished
161,164,5610000,6710,3,2,2,yes,yes,yes,no,no,1,yes,furnished
162,163,5600000,6825,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished
163,166,5570000,7800,3,1,1,yes,no,yes,no,yes,2,yes,unfurnished
164,175,5550000,9800,4,2,2,yes,yes,no,no,no,2,no,semi-furnished
165,171,5520000,10269,3,1,1,yes,no,no,no,no,1,yes,semi-furnished
166,181,5520000,7200,3,1,2,yes,yes,yes,no,no,1,yes,furnished
167,172,5510000,8400,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished
168,161,5490000,6100,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished
169,173,5480000,5300,4,2,1,yes,no,no,no,yes,0,yes,unfurnished
170,160,5470000,6210,4,1,4,yes,yes,no,no,yes,0,no,furnished
171,174,5470000,3800,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished
172,165,5460000,6450,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished
173,167,5450000,4600,2,2,1,yes,no,no,no,yes,2,no,semi-furnished
174,176,5440000,8520,3,1,1,yes,no,no,no,yes,2,no,furnished
175,187,5410000,6100,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished
176,170,5370000,5500,3,2,1,yes,no,yes,no,no,0,no,semi-furnished
177,169,5370000,6540,4,2,2,no,no,no,no,yes,0,no,semi-furnished
178,168,5360000,4260,4,1,2,yes,no,yes,no,yes,0,no,furnished
179,190,5340000,7600,4,1,2,yes,no,no,no,yes,2,no,furnished
180,178,5330000,7085,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished
181,185,5330000,3000,3,1,2,yes,no,yes,no,no,0,no,unfurnished
182,183,5300000,7980,3,1,1,yes,no,no,no,no,1,yes,semi-furnished
183,177,5290000,6050,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished
184,179,5290000,3180,3,2,2,yes,no,no,no,no,2,no,semi-furnished
185,197,5250000,2800,3,2,2,no,no,yes,no,yes,1,no,semi-furnished
186,194,5250000,8150,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished
187,191,5240000,10700,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished
188,192,5240000,6600,3,1,1,yes,yes,yes,no,no,0,yes,furnished
189,180,5230000,4500,4,2,1,no,no,yes,no,yes,2,no,semi-furnished
190,184,5220000,3000,3,2,2,yes,yes,yes,no,no,0,no,furnished
191,196,5200000,7686,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished
192,188,5180000,5720,2,1,2,yes,no,no,no,yes,0,yes,unfurnished
193,201,5170000,4095,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished
194,186,5160000,11410,2,1,2,yes,no,no,no,no,0,yes,furnished
195,182,5150000,3410,3,1,2,no,no,no,no,yes,0,no,semi-furnished
196,203,5150000,5400,4,1,2,yes,no,no,no,no,0,no,semi-furnished
197,198,5140000,5948,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
198,213,5130000,4995,4,2,1,yes,no,yes,no,no,0,no,semi-furnished
199,202,5130000,4120,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
200,214,5130000,4350,2,1,1,yes,no,yes,no,no,0,no,unfurnished
201,200,5130000,4520,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
202,209,5120000,6720,3,1,1,yes,no,no,no,no,0,no,unfurnished
203,189,5110000,3540,2,1,1,no,yes,yes,no,no,0,no,semi-furnished
204,193,5090000,4800,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished
205,205,5080000,6300,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
206,210,5080000,4646,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished
207,206,5040000,5800,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished
208,207,5030000,3000,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished
209,199,5020000,4200,3,1,2,yes,no,no,no,no,1,no,furnished
210,212,5020000,3420,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished
211,220,5010000,8100,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished
212,195,5010000,4410,4,3,2,yes,no,yes,no,no,2,no,semi-furnished
213,211,5000000,12900,3,1,1,yes,no,no,no,no,2,no,furnished
214,221,4950000,3420,4,2,2,yes,no,no,no,no,0,no,semi-furnished
215,208,4940000,2970,3,1,3,yes,no,no,no,no,0,no,semi-furnished
216,215,4940000,4160,3,1,3,yes,no,no,no,no,0,no,unfurnished
217,230,4940000,5400,2,1,2,yes,no,no,no,no,0,yes,semi-furnished
218,232,4930000,3745,3,1,2,yes,no,yes,no,no,0,no,furnished
219,231,4920000,4320,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
220,222,4920000,9166,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished
221,204,4900000,4770,3,1,1,yes,yes,yes,no,no,0,no,semi-furnished
222,217,4900000,6862,3,1,2,yes,no,no,no,yes,2,yes,furnished
223,237,4880000,5010,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
224,234,4880000,3880,3,2,2,yes,no,yes,no,no,2,no,semi-furnished
225,218,4870000,4815,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished
226,236,4870000,2870,2,1,2,yes,yes,yes,no,no,0,yes,semi-furnished
227,229,4860000,9667,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished
228,216,4860000,6040,3,1,1,yes,no,no,no,no,2,yes,semi-furnished
229,223,4840000,6321,3,1,2,yes,no,yes,no,yes,1,no,furnished
230,227,4840000,6000,2,1,1,yes,no,yes,no,yes,1,no,furnished
231,219,4830000,7000,3,1,2,yes,no,yes,no,no,0,no,unfurnished
232,228,4820000,3630,3,1,2,yes,no,no,no,no,2,no,semi-furnished
233,225,4810000,6440,2,1,1,yes,no,no,no,yes,3,no,semi-furnished
234,226,4800000,5170,3,1,4,yes,no,no,no,yes,0,no,semi-furnished
235,241,4800000,3760,3,1,1,yes,no,no,no,no,2,no,semi-furnished
236,242,4800000,3640,3,1,2,yes,no,no,no,yes,0,no,furnished
237,233,4790000,4160,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished
238,224,4790000,10240,2,1,1,yes,no,no,no,yes,2,yes,unfurnished
239,248,4770000,4100,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished
240,245,4750000,5360,3,1,2,yes,no,no,no,no,2,yes,unfurnished
241,252,4730000,9860,3,1,1,yes,no,no,no,no,0,no,semi-furnished
242,253,4730000,3520,2,1,2,yes,no,no,no,no,0,yes,furnished
243,250,4720000,3510,3,1,3,yes,no,no,no,no,0,no,semi-furnished
244,251,4700000,3450,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
245,244,4700000,5320,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished
246,246,4690000,3520,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
247,247,4690000,8400,4,1,4,yes,no,no,no,no,3,no,unfurnished
248,258,4690000,4040,3,1,2,yes,no,no,no,no,1,no,semi-furnished
249,249,4670000,4990,4,2,2,yes,yes,yes,no,no,0,yes,furnished
250,235,4670000,5680,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished
251,267,4640000,4920,3,1,2,yes,no,no,no,no,1,no,semi-furnished
252,261,4640000,3510,3,1,2,yes,no,no,no,no,0,no,semi-furnished
253,255,4630000,5885,2,1,1,yes,no,no,no,yes,1,no,unfurnished
254,239,4630000,4000,3,1,2,yes,no,no,no,no,1,no,furnished
255,269,4630000,3900,3,1,2,yes,no,no,no,no,0,no,unfurnished
256,238,4630000,4510,4,2,2,yes,no,yes,no,no,0,no,semi-furnished
257,243,4590000,2550,3,1,2,yes,no,yes,no,no,0,no,furnished
258,254,4590000,4510,4,1,2,yes,no,no,no,yes,2,no,semi-furnished
259,240,4590000,3840,3,1,2,yes,no,no,no,no,1,yes,semi-furnished
260,257,4570000,8250,3,1,1,yes,no,no,no,no,0,no,furnished
261,264,4560000,4900,2,1,2,yes,no,yes,no,no,0,no,semi-furnished
262,272,4560000,4075,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished
263,262,4540000,3750,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished
264,265,4540000,2880,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
265,256,4540000,4000,3,1,2,yes,no,no,no,no,2,no,furnished
266,271,4520000,1905,5,1,2,no,no,yes,no,no,0,no,semi-furnished
267,274,4520000,6450,4,1,2,yes,no,no,no,no,0,no,semi-furnished
268,260,4510000,3162,3,1,2,yes,no,no,no,yes,1,no,furnished
269,277,4510000,10360,2,1,1,yes,no,no,no,no,1,yes,semi-furnished
270,275,4500000,4032,2,1,1,yes,no,yes,no,no,0,no,furnished
271,259,4490000,6360,2,1,1,yes,no,yes,no,yes,1,no,furnished
272,276,4480000,4400,2,1,1,yes,no,no,no,no,1,no,semi-furnished
273,278,4480000,3400,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished
274,273,4460000,3500,4,1,2,yes,no,no,no,no,2,no,furnished
275,280,4450000,6360,2,1,2,yes,no,no,no,no,0,no,unfurnished
276,297,4450000,3640,3,2,2,yes,no,yes,no,no,0,no,unfurnished
277,268,4450000,4950,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
278,270,4440000,4500,3,2,3,yes,no,no,yes,no,1,no,furnished
279,295,4440000,2325,3,1,2,no,no,no,no,no,0,no,semi-furnished
280,287,4440000,5500,3,1,2,yes,no,no,no,yes,0,no,unfurnished
281,266,4430000,4880,3,1,1,yes,no,no,no,no,2,yes,unfurnished
282,293,4430000,4410,2,1,1,no,no,no,no,no,1,no,unfurnished
283,299,4420000,7000,3,1,1,yes,no,no,no,no,3,no,furnished
284,302,4410000,2145,3,1,3,yes,no,no,no,no,1,yes,unfurnished
285,263,4410000,3968,3,1,2,no,no,no,no,no,0,no,semi-furnished
286,303,4410000,4500,3,1,1,yes,no,yes,no,no,0,no,furnished
287,285,4400000,6650,3,1,2,yes,yes,no,no,no,0,no,semi-furnished
288,284,4390000,7770,2,1,1,yes,no,no,no,no,1,no,furnished
289,305,4390000,3450,3,1,2,yes,no,no,no,no,1,no,semi-furnished
290,286,4390000,2787,3,1,1,yes,no,yes,no,no,0,yes,furnished
291,301,4370000,3520,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
292,288,4360000,5040,3,1,2,yes,no,yes,no,yes,0,no,unfurnished
293,290,4360000,2610,4,3,2,no,no,no,no,no,0,no,semi-furnished
294,311,4350000,6060,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
295,300,4350000,4079,3,1,3,yes,no,no,no,no,0,no,semi-furnished
296,289,4350000,5850,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished
297,282,4330000,2175,3,1,2,no,yes,yes,no,yes,0,no,unfurnished
298,313,4330000,3680,3,2,2,yes,no,no,no,no,0,no,semi-furnished
299,306,4320000,4840,3,1,2,yes,no,no,no,no,1,no,semi-furnished
300,281,4320000,4500,2,1,1,yes,no,no,no,yes,2,no,furnished
301,279,4320000,6360,2,1,1,yes,no,no,no,no,0,no,furnished
302,294,4310000,4000,4,2,2,no,no,no,no,no,0,no,semi-furnished
303,283,4310000,4360,4,1,2,yes,no,no,no,no,0,no,furnished
304,296,4300000,4600,3,2,2,yes,no,no,no,yes,1,no,semi-furnished
305,291,4290000,2953,3,1,2,yes,no,yes,no,yes,0,no,unfurnished
306,318,4290000,4340,3,1,1,yes,no,no,no,no,0,no,semi-furnished
307,304,4280000,8250,3,1,1,yes,no,yes,no,no,3,no,semi-furnished
308,308,4280000,4046,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
309,323,4260000,5400,3,1,1,yes,no,no,no,no,3,no,semi-furnished
310,314,4260000,4040,2,1,2,yes,no,no,no,no,1,no,semi-furnished
311,315,4260000,5600,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
312,307,4250000,4080,3,1,2,yes,no,no,no,no,2,no,semi-furnished
313,322,4220000,3460,3,2,1,yes,no,yes,no,yes,1,no,furnished
314,292,4220000,2747,4,2,2,no,no,no,no,no,0,no,semi-furnished
315,298,4210000,5800,3,1,1,yes,no,no,yes,no,2,no,semi-furnished
316,317,4180000,4992,3,2,2,yes,no,no,no,no,2,no,unfurnished
317,316,4170000,5900,4,2,2,no,no,yes,no,no,1,no,unfurnished
318,309,4160000,4632,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
319,325,4160000,3460,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
320,312,4150000,3600,3,1,1,yes,no,yes,no,yes,0,yes,furnished
321,333,4140000,3000,3,1,2,yes,no,no,no,no,0,no,semi-furnished
322,321,4140000,3630,3,2,2,yes,no,no,yes,no,2,no,semi-furnished
323,310,4140000,5985,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
324,319,4130000,3000,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished
325,320,4130000,4320,3,1,2,yes,no,no,no,no,2,yes,furnished
326,338,4100000,3780,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished
327,328,4100000,4500,3,2,2,no,no,yes,no,yes,0,no,semi-furnished
328,336,4090000,8080,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
329,332,4050000,5500,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished
330,335,4030000,3816,2,1,1,yes,no,yes,no,yes,2,no,furnished
331,343,4030000,4080,2,1,1,yes,no,no,no,no,0,no,semi-furnished
332,347,4020000,3350,3,1,2,yes,no,no,no,no,0,no,unfurnished
333,337,4010000,2145,4,2,1,yes,no,yes,no,no,0,yes,unfurnished
334,330,4010000,4050,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished
335,324,4010000,4500,3,1,2,no,no,yes,no,yes,0,no,semi-furnished
336,350,4000000,3420,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
337,351,4000000,3600,2,1,1,yes,no,no,no,no,0,no,semi-furnished
338,334,4000000,3290,2,1,1,yes,no,no,yes,no,1,no,furnished
339,329,4000000,3960,3,1,2,yes,no,no,no,no,0,no,furnished
340,326,4000000,4100,4,1,1,no,no,yes,no,no,0,no,unfurnished
341,327,3990000,6480,3,1,2,no,no,no,no,yes,1,no,semi-furnished
342,331,3990000,7260,3,2,1,yes,yes,yes,no,no,3,no,furnished
343,353,3990000,2856,3,1,3,yes,no,no,no,no,0,yes,furnished
344,352,3990000,5830,2,1,1,yes,no,no,no,no,2,no,unfurnished
345,342,3980000,7152,3,1,2,yes,no,no,no,yes,0,no,furnished
346,356,3960000,2520,5,2,1,no,no,yes,no,yes,1,no,furnished
347,345,3960000,2015,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
348,344,3950000,3850,2,1,1,yes,no,no,no,no,0,no,semi-furnished
349,355,3950000,8250,3,1,1,yes,no,no,no,no,2,no,furnished
350,339,3930000,3180,4,2,2,yes,no,no,no,no,0,no,furnished
351,346,3920000,2176,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished
